书名,授权级别,作品类别,本周点击,本月点击,本周更新,本月更新,周推荐票,月推荐票,人次,字数,更新天数
寰宇人间,驻站作品,异界大陆,6,7,11733,13867,0,0,7,13867,4
我在三界摆地摊,签约作品,都市异能,82,690,28249,217366,36,256,3524,417010,76
红雾地狱,驻站作品,进化变异,19,80,19779,116562,0,0,630,258741,5
上古异兽属于我,驻站作品,东方玄幻,6,27,4149,9399,0,0,27,9766,目前在拼命写作中
弥天记,签约作品,东方玄幻,15,340,16645,108436,0,0,2149,404258,19
漫漫苦楚,驻站作品,东方玄幻,10,36,16482,34712,0,0,48,44179,目前在拼命写作中
对不起，重生就是了不起,签约作品,东方玄幻,110,1569,33763,224638,0,0,24218,1536281,129
胜之不武,专属作品,传统武侠,16,22,17996,24640,0,0,19,24640,4
修真天下录,专属作品,奇幻修真,14,14,18459,18459,0,0,14,18648,3
王者荣耀：我们是冠军,签约作品,电子竞技,37,342,28065,137345,37,106,598,206012,43
梵修罗Ⅱ轮回六道,签约作品,东方玄幻,2,27,13513,83902,0,0,1459,1038612,13
逍遥小剑尊,驻站作品,东方玄幻,13,13,16292,16292,0,0,13,16292,2
我师兄超强却太过谦逊,签约作品,东方玄幻,45,731,20442,123128,70,299,4276,323537,105
荒岛的硝烟,授权作品,现实题材,8,30,14097,27419,0,0,27,27419,目前在拼命写作中
终极学生在都市,签约作品,都市异能,393,2745,12401,84212,0,144,7933844,8037793,1639
灵剑冢,驻站作品,宅系小说,8,32,7371,18430,0,0,97,41203,2
天命神婿,签约作品,都市异能,22,168,10535,116487,0,0,2105,582356,11
重返1989,签约作品,都市重生,2713,26682,12275,133835,170,1993,57604,502739,38
我和师姐们的幸福生活,签约作品,异界大陆,305,3924,17885,80552,193,815,4641,152321,14
逆元觉醒,驻站作品,未来幻想,4,27,7713,29069,0,0,48,64305,目前在拼命写作中
赛尔号之某剑客的萝莉,驻站作品,男生同人,3,21,3237,9253,0,7,491,40832,目前在拼命写作中
不小心把主角干掉了,驻站作品,游戏异界,2,23,6121,31072,0,0,22,31079,目前在拼命写作中
网游之桃源天下,驻站作品,虚拟网游,22,49,14424,36948,0,0,49,37336,8
特种兵之替身战神,签约作品,都市激战,34,777,25595,129781,78,355,5019,338826,82
心语净愿,驻站作品,现代修真,3,13,65,160,0,0,279,16476,目前在拼命写作中
开局一本封神榜,签约作品,都市异能,19,400,18435,122763,0,2,614,327194,10
道果天尊,驻站作品,异界大陆,5,25,2150,8372,0,0,3816,286088,目前在拼命写作中
无限电影系统,签约作品,都市异能,215,1754,14612,110968,139,878,23401,589135,133
菩合木,驻站作品,异界大陆,4,32,11924,70339,0,0,32,70339,目前在拼命写作中
民间猎诡师,专属作品,都市异能,8,21,8912,21962,0,0,21,20360,6
我的中文老师,驻站作品,娱乐明星,12,34,68914,247561,0,0,34,251820,3
神传之极天大陆,驻站作品,异界大陆,3,22,29164,74116,0,0,22,74116,4
彼之万千,专属作品,异界大陆,6,37,6207,22130,0,0,126,32273,1
独尊苍宇,签约作品,异界大陆,12,24,26264,63027,0,0,24,63027,7
重生道武界,驻站作品,东方玄幻,5,11,22120,32484,0,0,11,32484,4
龙行虎隐,授权作品,架空历史,15,15,37735,37735,0,0,15,37735,3
杨威翻身记,驻站作品,都市重生,44,44,14335,14335,0,0,44,14335,3
千年阴谋之谋,专属作品,魔法校园,0,3,2035,11910,0,0,35,43199,目前在拼命写作中
美女总裁的代驾司机,签约作品,都市生活,31,173,4354,13210,22,95,33174,847176,目前在拼命写作中
清纯校花的贴身保镖,驻站作品,校园风云,16,208,4184,97132,0,0,250,101739,目前在拼命写作中
异世魔武纵横,驻站作品,异界大陆,2,2,6005,6005,0,0,2,6004,1
魔王的女儿也是公主,驻站作品,爆笑幽默,5,5,3067,3067,0,0,5,3067,目前在拼命写作中
全球游戏：只有我知道剧情,签约作品,虚拟网游,45,177,37279,119060,7,15,177,119060,15
阴阳丐圣,驻站作品,民间奇谈,1,1,2554,2554,0,0,1,2554,目前在拼命写作中
五行元素控魂记,专属作品,魔法校园,11,65,10544,98347,10,32,265,284157,29
梅花美人颜,签约作品,东方玄幻,11,108,4305,24562,0,14,301,119956,目前在拼命写作中
疯人院禁闭校园,驻站作品,恐怖悬疑,1,32,2036,32112,0,0,32,32112,目前在拼命写作中
请和优秀的我谈恋爱,签约作品,都市生活,33,130,13321,52189,0,0,151,55248,8
从蝗虫开始的繁殖进化,签约作品,异世争霸,14,108,10729,80578,0,0,176,105382,5
沉默的圣职者,专属作品,虚拟网游,3,44,1207,54181,0,0,43,55825,目前在拼命写作中
此生仰天长笑,驻站作品,历史穿越,9,79,12739,81624,0,0,320,504429,9
如梦如真的两段人生,驻站作品,历史穿越,3,44,11028,88345,0,0,237,523420,9
讨个妖怪做老婆,专属作品,异术超能,1,8,2379,5534,0,0,119,190271,目前在拼命写作中
深蓝风云,签约作品,异世争霸,19,87,17017,62989,109,225,87,63255,14
星辉圣宇,驻站作品,都市异能,10,10,4069,4069,0,0,10,4069,1
我的彩虹女神,授权作品,都市激战,49,49,17707,17707,0,0,49,17707,2
弑神逍遥修,授权作品,东方玄幻,5,5,7904,7904,0,0,5,7904,目前在拼命写作中
杀死麦田,驻站作品,都市生活,2,2,105071,105071,0,0,2,105071,目前在拼命写作中
都市：宗门少主有亿点猛,签约作品,都市异能,98,652,8654,59122,17,257,6145,219139,40
刁民，你们的皇帝回来了,签约作品,架空历史,56,400,24079,171489,0,0,730,496785,80
五岛六陆新,专属作品,奇幻修真,1,4,2010,4293,0,0,200,34059,目前在拼命写作中
仙梦蝶缘,签约作品,历史穿越,7,69,6400,18978,0,0,2398,974457,1
诸天末世在线,签约作品,末世危机,12,131,4350,27478,0,0,267,34503,目前在拼命写作中
诸天末世在线,签约作品,末世危机,12,131,4350,27478,0,0,267,34503,目前在拼命写作中
仙魂斗战,签约作品,异界大陆,15,59,7071,40018,28,66,980,308369,5
斗罗之冰封世界,驻站作品,异界大陆,19,19,13439,13439,0,0,19,13439,目前在拼命写作中
霜刃啸天歌,驻站作品,古典仙侠,25,89,9309,46766,21,62,127,16642,6
我居然认得上古神文,签约作品,东方玄幻,668,6607,28242,196475,119,961,36593,1117710,152
山鬼花钱,授权作品,都市异能,28,63,20064,46319,0,0,63,46638,3
入赘玄医,授权作品,都市异能,32,101,13586,44351,26,64,236,90180,15
天黑，请上路,签约作品,恐怖悬疑,14,97,10100,102668,0,0,372,350796,77
天启大陆外传,专属作品,异界大陆,6,6,14243,14243,0,0,4,14243,1
探险谜之大陆,驻站作品,宅系小说,3,12,2505,11950,0,0,200,15490,目前在拼命写作中
述道之末法纪元,驻站作品,古典仙侠,0,7,11875,31015,0,0,7,31015,3
精灵宝可梦究极之战,专属作品,男生同人,5,75,4893,23123,0,0,122,46897,目前在拼命写作中
破夜杀,驻站作品,异界大陆,6,13,19891,44045,0,0,13,44045,目前在拼命写作中
万世界主,驻站作品,东方玄幻,5,17,10321,24201,0,0,17,18985,2
穿越小侠,签约作品,东方玄幻,44,70,23276,104578,5,5,70,104578,17
无聊异世界,签约作品,异界大陆,30,246,3773,17415,2,94,302,57137,目前在拼命写作中
老大的系统,驻站作品,东方玄幻,1,1,1312,1312,0,0,1,2387,目前在拼命写作中
药神赘婿,签约作品,东方玄幻,90,881,3107,43727,5,64,19840,1009170,目前在拼命写作中
暗恋如靥,驻站作品,校园风云,8,21,2844,17578,0,0,444,81847,目前在拼命写作中
炼气五千年,签约作品,都市异能,201,1446,42475,286545,46,135,9029,1395410,89
我真的只是个菜鸟,签约作品,异界大陆,15,183,32224,217334,8,111,2513,1193814,136
阴阳怪轮,驻站作品,都市异能,12,114,6359,97667,7,52,155,143449,目前在拼命写作中
近战狂兵,签约作品,都市激战,6290,45635,24048,141987,622,4575,1990981,5124634,19
午夜手札,签约作品,恐怖悬疑,20,188,12030,81127,7,64,5093,899863,148
我在末世捡属性,签约作品,末世危机,308,6364,33560,225974,239,1038,14242,947409,110
黑暗里的自白,签约作品,现实题材,36,117,8028,67297,31,38,117,64620,17
追阴神探,签约作品,侦探推理,17,178,32426,219121,0,0,1114,684300,78
源神领界,驻站作品,东方玄幻,2,27,2003,27046,0,0,43,40364,目前在拼命写作中
映心记,驻站作品,异界大陆,1,4,13835,23766,0,0,116,20188,目前在拼命写作中
龙逆神创,驻站作品,东方玄幻,44,344,6047,50914,56,248,5798,512974,目前在拼命写作中
龙逆神创,驻站作品,东方玄幻,44,344,6047,50914,56,248,5798,512974,目前在拼命写作中
飞船中的那只兔,驻站作品,异界大陆,75,316,54856,223828,3,4,316,202983,15
山村兵王,授权作品,乡村乡土,10,108,604,17621,0,20,303,61791,目前在拼命写作中
我竟然认得上古魔文,签约作品,异世争霸,12,210,8495,54740,0,0,557,186976,10
对不起，当祖宗就是了不起,签约作品,异世争霸,112,238,10620,27207,33,60,238,27207,6
从零开始的英雄之路,驻站作品,异术超能,51,257,18763,88843,10,15,247,91843,11
起源葬天,驻站作品,东方玄幻,2,2,890,890,0,0,2,890,目前在拼命写作中
异世修真界之强者之路,驻站作品,异界大陆,5,70,2326,22201,0,52,70,22201,目前在拼命写作中
中国历史神话,专属作品,历史传奇,13,13,12134,12134,0,0,13,12134,3
沉鱼孤雁,驻站作品,传统武侠,9,40,2895,20072,0,0,40,20087,目前在拼命写作中
经坟,驻站作品,东方玄幻,7,11,32614,70752,0,0,29,74653,1
重生之修罗归来,签约作品,都市重生,648,5526,36611,247794,129,1214,544315,4312992,665
猎魔人怪谈,签约作品,民间奇谈,72,575,8805,58735,25,151,2242,362533,97
抗战之丐世奇侠,签约作品,历史穿越,144,1064,12953,86006,569,2452,1731,161275,39
装逼愤怒系统,签约作品,异世争霸,401,3820,18469,146351,109,422,10079,703943,87
随身英雄联盟闯异界,签约作品,异界大陆,16,99,4163,101234,0,0,1200,375105,目前在拼命写作中
网游之天戒传说,驻站作品,游戏异界,9,14,23526,29122,0,0,12,26041,3
斩鬼1贺之以歌,专属作品,东方玄幻,11,48,7862,21500,15,23,48,21506,1
玄幻：复制就变强,签约作品,异界大陆,394,835,14273,41649,70,341,835,41707,10
清谷遁甲录,签约作品,架空历史,14,89,13575,89159,0,0,154,149979,43
致不知名夫人的一封信,专属作品,灵魂转换,9,9,1682,1682,0,0,9,1682,目前在拼命写作中
英雄联盟永远滴神,签约作品,电子竞技,863,1493,13379,85136,2,2,2564,178074,59
启元之界,专属作品,东方玄幻,10,10,7727,7727,0,0,10,7727,1
茶仙记之爱的茉莉香,专属作品,东方玄幻,12,21160,4221,42468,0,11,21360,170045,目前在拼命写作中
前生今世共修仙,签约作品,现代修真,19,153,12291,82686,2,12,1770,602813,188
利剑突击,驻站作品,都市异能,7,7,3169,3169,0,0,7,3169,1
万古第一武神,签约作品,东方玄幻,279,4207,33915,176135,140,3335,463651,772947,113
冷眼之下,驻站作品,架空历史,39,84,12574,104521,0,0,71,63426,目前在拼命写作中
异常生物调查局,签约作品,都市生活,977,6763,16252,110023,765,3381,144884,1700665,282
我是你惹不起的神豪,驻站作品,都市生活,12,50,8156,35554,0,0,50,35554,16
我是你惹不起的神豪,驻站作品,都市生活,12,50,8156,35554,0,0,50,35554,16
华夏一家,签约作品,历史穿越,116,212,14226,108079,307,335,144,106531,20
重生黄金时代,授权作品,都市重生,4,69,22535,155666,0,0,69,155666,26
末世第七城,签约作品,末世危机,480,3010,16344,110928,81,420,35121,1360517,226
网游之风华若逸,驻站作品,虚拟网游,28,119,13130,32792,14,66,13035,1240238,8
青云之志,签约作品,现实题材,76,646,13035,123580,0,209,4889,748994,129
剑少朱瞻基,驻站作品,历史武侠,5,60,8593,71116,7,28,88,122600,30
我的悠闲海岛生活,签约作品,都市生活,19,119,8892,43785,0,0,119,43785,18
莫须有种族危机,签约作品,传统武侠,51,613,8912,58384,40,73,977,92740,40
网游之平平淡淡才是真,驻站作品,虚拟网游,27,28,24430,25534,0,0,28,25611,4
末世之宠物领主,签约作品,末世危机,171,1230,6415,53478,8,80,24194,1097797,目前在拼命写作中
情劫难逃君幕月,驻站作品,洪荒封神,4,12,26002,52148,0,0,12,52148,6
进化从景阳冈当老虎开始,专属作品,东方玄幻,21,21,11864,11864,11,11,21,11864,3
一念成王,签约作品,都市异能,18,111,3056,6109,99,1044,7556,997777,目前在拼命写作中
干涸的雨季,驻站作品,战争幻想,8,68,14666,132423,0,0,68,120895,24
重生之投资大亨,签约作品,都市重生,71,533,8085,99111,0,0,2279,429108,目前在拼命写作中
末世之开局就无敌,签约作品,末世危机,31,200,60294,267536,0,19,200,267554,24
我为国家造人才,签约作品,都市异能,13,98,5741,44986,0,0,151,83253,目前在拼命写作中
九宗卷,驻站作品,东方玄幻,6,42,1072,27563,0,0,88,34512,目前在拼命写作中
都市战神殿,签约作品,都市异能,553,3766,8351,63367,490,2204,3777,74757,28
幻墨尘世,驻站作品,萌系小说,20,175,128,856,0,35,27707,154418,1187
此刻，举国随我穿越异世界,签约作品,时空穿梭,124,525,8784,59628,189,563,525,59628,16
飘渺星程,签约作品,星际战争,134,773,11751,73266,211,999,7669,811386,60
云涌风正劲,驻站作品,都市激战,6,64,12846,60451,0,0,138,153751,5
创世后,驻站作品,异界大陆,0,6,11001,76196,0,0,10,104895,33
一步算天,授权作品,东方玄幻,12,43,8735,67361,0,0,43,67361,10
归一,签约作品,都市异能,26135,181348,7214,77126,12886,112710,7570894,2764128,65
西游：神魔乱世我为尊,驻站作品,东方玄幻,16,41,10640,19129,0,7,38,19129,4
我是一株仙灵脾,签约作品,异界大陆,9,101,16683,120440,0,42,7821,971709,176
仙帝大道,签约作品,东方玄幻,19,158,13201,77930,0,0,67400,1919081,14
NBA：氪金超神,签约作品,篮球风云,198,756,7967,66565,0,0,1084,148868,4
无限奋斗的生活,驻站作品,时空穿梭,3,3,8663,8663,0,0,3,8663,1
大秦之神级召唤,签约作品,历史穿越,196,1051,21254,119435,18,42,1976,290480,81
荣耀之头号玩家,签约作品,电子竞技,103,1606,12508,190529,28,186,8734,793197,105
万人血书：我要上体育课,驻站作品,都市生活,7,56,4084,34060,0,0,56,34060,2
美漫漫威里的多元宇宙之旅,驻站作品,异术超能,4,18,12484,48659,0,0,37,48068,8
超品神宠,签约作品,都市异能,18,110,12318,143541,0,0,677,655968,115
史上第一美男,签约作品,奇幻修真,265,7373,26757,242032,0,119,27484,1075422,104
重生末世变成猫,签约作品,进化变异,12,82,6023,41146,0,1,75,42535,2
梦回大时代,专属作品,都市重生,54,161,4974,26019,9,15,161,28449,10
物种新纪元,专属作品,未来幻想,8,17,9275,19348,0,0,17,19348,6
史上最强龙婿,签约作品,都市生活,31,291,6862,49808,0,7,652,162722,10
我卡在金丹期五千年,签约作品,都市异能,101,1154,6281,54866,0,56,22790,438039,19
修罗武神,签约作品,东方玄幻,212491,1838573,7060,72145,828,6553,182441439,10065269,146
傲世丹神,签约作品,东方玄幻,5041,43760,6264,54203,59,394,1753171,8702047,199
投资从制霸娱乐圈开始,签约作品,商业大亨,7,110,4662,53520,0,0,523,242317,3
荒野：绝地求生,签约作品,都市异能,35,307,3391,45715,21,100,406,88058,28
广漂的那五年,签约作品,都市生活,41,243,9162,79882,102,422,10767,928109,31
我家神宠会升级,签约作品,异术超能,29,426,24599,212883,0,0,914,413026,89
都市之不败狂神,签约作品,都市激战,30,436,25446,220172,0,0,615,416245,67
蓝星战士洛帝,授权作品,末世危机,4,4,17350,17350,0,0,4,17350,1
原来我是隐世高人,签约作品,东方玄幻,56,107,26369,61118,7,8,107,61124,8
鹦鹉：自来鸟,驻站作品,都市生活,4,20,14517,37710,0,0,282,228070,1
从柳树开始进化,签约作品,异界大陆,145,1174,6056,26277,0,125,13443,381098,1
人族最强武神,签约作品,都市异能,31,308,24740,218434,91,835,12626,1273747,53
神州剑行录,驻站作品,古典仙侠,11,47,5004,43559,0,0,47,46446,17
明末之烈火燎原,驻站作品,战史风云,6,25,4077,10484,0,0,236,114948,1
墨舞萧萧风轻语,驻站作品,传统武侠,8,21,45510,179209,0,0,4955,724765,6
浊君,授权作品,古典仙侠,26,42,8193,19095,0,1,42,19095,5
我是一个作家,授权作品,异术超能,10,21,2851,7488,0,0,3048,9049,7
他是亲爱的姑娘,授权作品,乡村乡土,4,46,5840,55029,25,106,349,438109,13
长夜下的战争,驻站作品,东方玄幻,1,19,4783,41484,0,1,29,61864,1
网游：我在地下城开商店,签约作品,游戏异界,266,721,6682,89330,60,320,721,89313,17
平凡也多彩的一生,驻站作品,现实题材,8,29,6659,13838,5,16,29,13862,7
重生之翻身之路,驻站作品,都市重生,5,5,6932,6932,0,0,5,6932,目前在拼命写作中
神级奶爸,驻站作品,都市生活,12,94,8826,103138,0,0,95,103163,5
风火岛十三日,驻站作品,恐怖悬疑,3,9,3866,23805,0,0,103,126673,3
命之途,签约作品,奇幻修真,214,1887,18395,160200,0,9,436182,15514224,2565
那些人中的那些事,驻站作品,校园风云,4,4,2680,2680,0,0,4,3466,1
超级律师系统,签约作品,都市生活,169,913,6272,68864,0,0,3888,321051,63
绝世武神,签约作品,异界大陆,189,1592,25637,228872,126,941,8285,1247297,118
都市妖孽战神,签约作品,都市生活,295,2095,6080,57864,0,20,19064,311649,11
大道之剑道,驻站作品,东方玄幻,7,110,1147,5123,43,123,432,16888,1
帝星尘,驻站作品,东方玄幻,5,76,7692,57687,0,12,76,57603,3
爆笑Z班,签约作品,爆笑幽默,674,4828,12273,106517,344,2295,103601,1671086,57
孤离山魂,专属作品,历史武侠,34,34,8697,8697,0,0,34,9399,3
我是特种兵之炊事尖兵,签约作品,都市重生,11,65,6213,36223,0,0,65,36223,1
我的徒弟都超神了,签约作品,东方玄幻,49,217,4176,56955,46,358,938,134417,1
时之终尽,驻站作品,未来幻想,7,25,25372,67977,0,0,25,67977,9
